aluminium chloride,alumina,"for both reactions, the aluminium chloride, as well as other materials and the equipment, should be dry, although a trace of moisture is necessary for the reaction to proceed.","anhydrous aluminium chloride is a powerful lewis acid, capable of forming lewis acid-base adducts with even weak lewis bases such as benzophenone and mesitylene.",aluminium chloride belongs to the point group d3h in its monomeric form and d2h in its dimeric form.,"aluminium chloride is hygroscopic, having a very pronounced affinity for water.","aluminium chloride can also be used to introduce aldehyde groups onto aromatic rings, for example via the gattermann-koch reaction which uses carbon monoxide, hydrogen chloride and a copper(i) chloride co-catalyst."
ammonium nitrate,nitric acid,"ammonium nitrate-based explosives were used in the oklahoma city bombing in 1995 and 2011 delhi bombings, the 2013 hyderabad blasts, and the 2011 bombing in oslo.",  ammonium nitrate is an important fertilizer with the npk rating 34-0-0 (34% nitrogen).,ammonium nitrate's advantage over urea is that it is more stable and does not rapidly lose nitrogen to the atmosphere.,"ammonium nitrate has an ld50 of 2217 mg/kg, which for comparison is about two-thirds that of table salt.","ammonium nitrate was mined there in the past, but virtually 100% of the chemical now used is synthetic."
boric acid,borax,"""the minimal lethal dose of ingested boron (as boric acid) was reported to be 2–3 g in infants, 5–6 g in children, and 15–20 g in adults....however, a review of 784 human poisonings with boric acid (10–88 g) reported no fatalities, with 88% of cases being asymptomatic "", according to the agency for toxic substances and disease registry.",the boric acid - borate system can be useful as a primary buffer system (substituting for the bicarbonate system with pka1 = 6.0 and pka2 = 9.4 under typical salt-water pool conditions) in pools with salt-water chlorine generators that tend to show upward drift in ph from a working range of ph 7.5 - 8.2.,"a dehydrating agent, such as concentrated sulfuric acid is typically added: b(oh)3 + 3 roh → b(or)3 +3 h2o   crystalline boric acid consists of layers of b(oh)3 molecules held together by hydrogen bonds.",ammonium nitrate's advantage over urea is that it is more stable and does not rapidly lose nitrogen to the atmosphere.,h2b4o7 → 2 b2o3 + h2o there are conflicting interpretations for the origin of the acidity of aqueous boric acid solutions.
benzoyl chloride,benzotrichloride,h2b4o7 → 2 b2o3 + h2o there are conflicting interpretations for the origin of the acidity of aqueous boric acid solutions.,the boric acid - borate system can be useful as a primary buffer system (substituting for the bicarbonate system with pka1 = 6.0 and pka2 = 9.4 under typical salt-water pool conditions) in pools with salt-water chlorine generators that tend to show upward drift in ph from a working range of ph 7.5 - 8.2.,it reacts with water to produce hydrochloric acid and benzoic acid: c6h5cocl + h2o → c6h5co2h + hcl benzoyl chloride is a typical acyl chloride.,"""the minimal lethal dose of ingested boron (as boric acid) was reported to be 2–3 g in infants, 5–6 g in children, and 15–20 g in adults....however, a review of 784 human poisonings with boric acid (10–88 g) reported no fatalities, with 88% of cases being asymptomatic "", according to the agency for toxic substances and disease registry.","benzoyl chloride, also known as benzenecarbonyl chloride, is an organochlorine compound with the formula c6h5cocl."
benzoic acid,toluene,"benzoyl chloride, also known as benzenecarbonyl chloride, is an organochlorine compound with the formula c6h5cocl.",salts of benzoic acid are used as food preservatives and benzoic acid is an important precursor for the industrial synthesis of many other organic substances.,"benzoic acid can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cooh + kcl + h2o   the first industrial process involved the reaction of benzotrichloride (trichloromethyl benzene) with calcium hydroxide in water, using iron or iron salts as catalyst.","this last step was achieved some few months later (1832) by justus von liebig and friedrich wöhler, who determined the composition of benzoic acid.",benzoic acid is relatively nontoxic.
bromine,bromide,"benzoic acid can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cooh + kcl + h2o   the first industrial process involved the reaction of benzotrichloride (trichloromethyl benzene) with calcium hydroxide in water, using iron or iron salts as catalyst.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.","when bromine dissolves in aqueous solution, the following reactions occur: br2 + h2o ⇌ hbro + h+ + br− (acidic solution) br2 + 2 oh− ⇌ bro− + h2o + br− (alkaline solution) hypobromous acid is unstable to disproportionation.",brôme (bromine) derives from the greek βρωμος (stench).
benzotrichloride,chlorine,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.","two intermediates are observed: c6h5ch3 + cl2 → c6h5ch2cl + hcl c6h5ch2cl + cl2 → c6h5chcl2 + hcl c6h5chcl2 + cl2 → c6h5ccl3 + hcl   benzotrichloride is partially hydrolysed to benzoyl chloride: c6h5ccl3 + h2o → c6h5c(o)cl + 2 hcl it is also transformed into benzotrifluoride, a precursor to pesticides: c6h5ccl3 + 3 kf → c6h5cf3 + 3 kcl  ","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.","benzoic acid can be prepared by oxidation of benzyl chloride in the presence of alkaline kmno4: c6h5ch2cl + 2 koh + 2 [o] → c6h5cooh + kcl + h2o   the first industrial process involved the reaction of benzotrichloride (trichloromethyl benzene) with calcium hydroxide in water, using iron or iron salts as catalyst.",brôme (bromine) derives from the greek βρωμος (stench).
sodium hypophosphite,white phosphorus,"these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.","two intermediates are observed: c6h5ch3 + cl2 → c6h5ch2cl + hcl c6h5ch2cl + cl2 → c6h5chcl2 + hcl c6h5chcl2 + cl2 → c6h5ccl3 + hcl   benzotrichloride is partially hydrolysed to benzoyl chloride: c6h5ccl3 + h2o → c6h5c(o)cl + 2 hcl it is also transformed into benzotrifluoride, a precursor to pesticides: c6h5ccl3 + 3 kf → c6h5cf3 + 3 kcl  ","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.",brôme (bromine) derives from the greek βρωμος (stench).,sodium hypophosphite is capable of reducing nickel ions in solution to metallic nickel on metal substrates as well as on plastic substrates.
sodium gluconate,glucose,"sodium gluconate is widely used in textile dyeing, printing and metal surface water treatment.",sodium gluconate is a compound with formula nac6h11o7.,sodium hypophosphite is capable of reducing nickel ions in solution to metallic nickel on metal substrates as well as on plastic substrates.,"these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain."
sodium cyanide,hydrogen cyanide,"being highly toxic, sodium cyanide is used to kill or stun rapidly such as in widely illegal cyanide fishing and in collecting jars used by entomologists.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,sodium gluconate is a compound with formula nac6h11o7.,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%."
sodium dichloroisocyanurate,dichloroisocyanuric acid,it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.","sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","being highly toxic, sodium cyanide is used to kill or stun rapidly such as in widely illegal cyanide fishing and in collecting jars used by entomologists.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%."
sodium hydride,sodium,"sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"being highly toxic, sodium cyanide is used to kill or stun rapidly such as in widely illegal cyanide fishing and in collecting jars used by entomologists."
2-chloro-2-methylpropane,2-methylpropan-2-ol,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","being highly toxic, sodium cyanide is used to kill or stun rapidly such as in widely illegal cyanide fishing and in collecting jars used by entomologists.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%."
2-nitrotoluene,toluene,"sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.",2-nitrotoluene or ortho-nitrotoluene is a pale yellow liquid.,it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.
2-methyl-2-butene,3-methyl-1-butanol,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.","sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain."
barium sulfide,barite,"sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain."
boric anhydride,boric acid,"sodium dichloroisocyanurate (inn: sodium troclosene, troclosenum natricum or nadcc or sdic) is a chemical compound widely used cleansing agent and disinfectant.","these are its only two natural isotopes, with 79br making up 51% of natural bromine and 81br making up the remaining 49%.",it is detoxified most efficiently with hydrogen peroxide (h2o2) to produce sodium cyanate (naocn) and water: nacn + h2o2 → naocn + h2o       sodium cyanide is used mainly to extract gold and other precious metals in mining industry.,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.","a single 2014 study suggests that it may be a necessary catalyst to make collagen iv, making it essential to basement membrane architecture and tissue development, but these findings have not been confirmed and the precise role posited for bromine is not certain."
phthalic acid,o-xylene,"reduction of phthalic acid with sodium amalgam in the presence of water gives the 1,3-cyclohexadiene derivative.","sometimes the term ""phthalic acids"" is used to refer to this family of isomers, but in the singular, ""phthalic acid"", refers exclusively to the ortho- isomer.",the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.,"phthalic acid is an aromatic dicarboxylic acid, with formula c6h4(co2h)2.","2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10."
phthalic anhydride,o-xylene,the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.,phthalic anhydride was first reported in 1836 by auguste laurent.,"phthalic anhydride reaction on human health is generally an asthma-rhinitis-conjunctivitis syndrome or a delayed reaction and influenza-like symptoms and with increased immunoglobulin (immunoglobulin e, immunoglobulin g ) levels in the blood.","phthalic anhydride treated with cellulose acetate gives cellulose acetate phthalate (cap), a common enteric coating excipient that has also been shown to have antiviral activity.","2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10."
phosphorus pentasulfide,sulfur,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",phthalic anhydride was first reported in 1836 by auguste laurent.,phosphorus pentasulfide is the inorganic compound with the formula p4s10.,the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.,"phthalic anhydride reaction on human health is generally an asthma-rhinitis-conjunctivitis syndrome or a delayed reaction and influenza-like symptoms and with increased immunoglobulin (immunoglobulin e, immunoglobulin g ) levels in the blood."
potassium fluoride,potassium carbonate,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",the bifluoride on heating yields potassium fluoride: k2co3 + 4hf → 2khf2 + co2↑ + h2o khf2 → kf + hf↑ the salt must not be prepared in glass or porcelain vessels as hf and the aqueous solution of kf corrode glass and porcelain.,potassium fluoride is the chemical compound with the formula kf.,the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.,phosphorus pentasulfide is the inorganic compound with the formula p4s10.
potassium carbonate,potassium hydroxide,the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.,"the process of adding potassium carbonate to cocoa powder is usually called ""dutching"", or dutch-processed cocoa powder, as the process was first developed in 1828 by coenrad johannes van houten, a dutchman.","today, potassium carbonate is prepared commercially by the electrolysis of potassium chloride.","2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",potassium carbonate is used in the production of soap and glass.
manganese nitrate,manganese(ii) carbonate,potassium carbonate is used in the production of soap and glass.,"the process of adding potassium carbonate to cocoa powder is usually called ""dutching"", or dutch-processed cocoa powder, as the process was first developed in 1828 by coenrad johannes van houten, a dutchman.","today, potassium carbonate is prepared commercially by the electrolysis of potassium chloride.","2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",the toxicity of phthalic acid is low with ld50 (mouse) of 550 mg/kg.
silicon monoxide,silica,silicon monoxide molecules have been trapped in an argon matrix cooled by helium.,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",silicon monoxide is the chemical compound with the formula sio where silicon is present in the oxidation state +2.,potassium carbonate is used in the production of soap and glass.,"today, potassium carbonate is prepared commercially by the electrolysis of potassium chloride."
hydrogen bromide,hydrogen,potassium carbonate is used in the production of soap and glass.,"today, potassium carbonate is prepared commercially by the electrolysis of potassium chloride.",silicon monoxide is the chemical compound with the formula sio where silicon is present in the oxidation state +2.,"2-methyl-2-butene, 2m2b, also 2-methylbut-2-ene, is an alkene hydrocarbon with the molecular formula c5h10.",silicon monoxide molecules have been trapped in an argon matrix cooled by helium.
3-methylpyridine,ammonia,potassium carbonate is used in the production of soap and glass.,silicon monoxide molecules have been trapped in an argon matrix cooled by helium.,"this conversion involves the ammoxidation of 3-methylpyridine: 3-ch3c5h4n + 1.5 o2 + nh3 → 3-ncc5h4n + 3 h2o 3-cyanopyridine is also a precursor to 3-pyridinecarboxamide, which is a precursor to pyridinecarbaldehydes: 3-ncc5h3n + [h] + catalyst → 3-hc(o)c5h4n pyridinecarbaldehydes are used to make antidotes for poisoning by organophosphate acetylcholinesterase inhibitors.","3-methylpyridine or 3-picoline, is an organic compound with formula 3-ch3c5h4n.","3-methyl pyridine is biodegradable, although it degrades more slowly and volatilize more readily from water samples than either 2-methyl- or 4-methyl-pyridine.,   3-methylpyridine is the main precursor to niacin, one of the b vitamins."
cyclohexylamine,aniline,"cyclohexylamine is an organic compound, belonging to the aliphatic amine class.","3-methylpyridine or 3-picoline, is an organic compound with formula 3-ch3c5h4n.",potassium carbonate is used in the production of soap and glass.,silicon monoxide molecules have been trapped in an argon matrix cooled by helium.,"3-methyl pyridine is biodegradable, although it degrades more slowly and volatilize more readily from water samples than either 2-methyl- or 4-methyl-pyridine.,   3-methylpyridine is the main precursor to niacin, one of the b vitamins."
4-methylpyridine,ammonia,"4-methylpyridine is of little intrinsic value but is a precursor to other commercially significant species, often of medicinal interest.",silicon monoxide molecules have been trapped in an argon matrix cooled by helium.,"cyclohexylamine is an organic compound, belonging to the aliphatic amine class.",potassium carbonate is used in the production of soap and glass.,"ammoxidation of 4-methylpyridine gives 4-cyanopyridine, the precursor to a variety of other derivatives such as the antituberculosis drug isoniazid (isonicotinic hydrazide)."
cyanuric chloride,chlorine,"cyclohexylamine is an organic compound, belonging to the aliphatic amine class.",:  cyanuric chloride can also be used as an alternative to oxalyl chloride in the swern oxidation.,"cyanuric chloride is prepared in two steps from hydrogen cyanide via the intermediacy of cyanogen chloride, which is trimerized at elevated temperatures over a carbon catalyst: hcn + cl2 → clcn + hcl  in 2005, approximately 200,000 tons were produced.",cyanuric chloride is the main precursor to the popular but controversial herbicide atrazine.,"ammoxidation of 4-methylpyridine gives 4-cyanopyridine, the precursor to a variety of other derivatives such as the antituberculosis drug isoniazid (isonicotinic hydrazide)."
ammonium sulfide,ammonia,"cyclohexylamine is an organic compound, belonging to the aliphatic amine class.",:  cyanuric chloride can also be used as an alternative to oxalyl chloride in the swern oxidation.,"ammoxidation of 4-methylpyridine gives 4-cyanopyridine, the precursor to a variety of other derivatives such as the antituberculosis drug isoniazid (isonicotinic hydrazide).","ammonium sulfide, also known as diammonium sulfide, is an unstable salt with the formula (nh4)2s.","solutions of ""ammonium sulfide"" are hazardous as labile sources of toxic hydrogen sulfide."
nitric oxide,ammonia,nitroglycerin and amyl nitrite serve as vasodilators because they are converted to nitric oxide in the body.,"nitric oxide is secreted as free radicals in an immune response and is toxic to bacteria and intracellular parasites, including leishmania and malaria; the mechanism for this includes dna damage and degradation of iron sulfur centers into iron ions and iron-nitrosyl compounds.",nitric oxide can serve as a one-electron pseudohalide.,there are some associated complaints with utilization of nitric oxide in neonatal patients.,long-known pharmaceuticals such as nitroglycerine and amyl nitrite were found to be precursors to nitric oxide more than a century after their first use in medicine.
1-dodecene,ethene,nitroglycerin and amyl nitrite serve as vasodilators because they are converted to nitric oxide in the body.,"nitric oxide is secreted as free radicals in an immune response and is toxic to bacteria and intracellular parasites, including leishmania and malaria; the mechanism for this includes dna damage and degradation of iron sulfur centers into iron ions and iron-nitrosyl compounds.",nitric oxide can serve as a one-electron pseudohalide.,"1-dodecene is an alkene with the formula c10h21ch=ch2, consisting of a chain of twelve carbon atoms terminating with a double bond.",there are some associated complaints with utilization of nitric oxide in neonatal patients.
sodium phosphate,sodium carbonate,"nitric oxide is secreted as free radicals in an immune response and is toxic to bacteria and intracellular parasites, including leishmania and malaria; the mechanism for this includes dna damage and degradation of iron sulfur centers into iron ions and iron-nitrosyl compounds.",sodium phosphate is a generic term for a variety of salts of sodium (na+) and phosphate (po43−).,nitric oxide can serve as a one-electron pseudohalide.,"1-dodecene is an alkene with the formula c10h21ch=ch2, consisting of a chain of twelve carbon atoms terminating with a double bond.",there are some associated complaints with utilization of nitric oxide in neonatal patients.
sodium sulfite,sodium bisulfite,nitric oxide can serve as a one-electron pseudohalide.,the overall reaction is: so2 + na2co3 → na2so3 + co2   sodium sulfite is primarily used in the pulp and paper industry.,"1-dodecene is an alkene with the formula c10h21ch=ch2, consisting of a chain of twelve carbon atoms terminating with a double bond.","sodium sulfite is decomposed by even weak acids, giving up sulfur dioxide gas.","if sodium sulfite is allowed to crystallize from aqueous solution at room temperature or below, it does so as a heptahydrate."
sodium thiosulfate,sodium carbonate,"sodium thiosulfate (na2s2o3), also spelled sodium thiosulphate, is an inorganic compound that is typically available as the pentahydrate, na2s2o3·5h2o.","the complete reaction is: 4 naclo + na2s2o3 + 2 naoh → 4 nacl + 2 na2so4 + h2o similarly, sodium thiosulfate reacts with bromine, removing the free bromine from solution.","it is used for both film and photographic paper processing; the sodium thiosulfate is known as a photographic fixer, and is often referred to as 'hypo', from the original chemical name, hyposulphite of soda.","if sodium sulfite is allowed to crystallize from aqueous solution at room temperature or below, it does so as a heptahydrate.","solutions of sodium thiosulfate are commonly used as a precaution in chemistry laboratories when working with bromine and for the safe disposal of bromine, iodine, or other strong oxidizers."
sorbitol,glucose,"sorbitol sometimes is used as a sweetener and humectant in cookies and other foods that are not identified as ""dietary"" items.","sodium thiosulfate (na2s2o3), also spelled sodium thiosulphate, is an inorganic compound that is typically available as the pentahydrate, na2s2o3·5h2o.",it is thought that these agents may help to prevent the accumulation of intracellular sorbitol that leads to cellular damage in diabetics.,"sorbitol is used as a cryoprotectant additive (mixed with sucrose and sodium polyphosphates) in the manufacture of surimi, a processed fish paste.","sorbitol (/ˈsɔərbᵻˌtɒl/), less commonly known as glucitol (/ˈɡluːsᵻˌtɒl/), is a sugar alcohol with a sweet taste which the human body metabolizes slowly."
sulfur dioxide,sulfur (rhomb),"in addition, the concentration of sulfur dioxide in the atmosphere can influence the habitat suitability for plant communities, as well as animal life.","""sulfur dioxide and some sulfites, bisulfites and metabisulfites"" v54.","sulfur dioxide is fairly soluble in water, and by both ir and raman spectroscopy; the hypothetical sulfurous acid, h2so3, is not present to any extent.","sulfur dioxide is responsible for the words ""contains sulfites"" found on wine labels.",sulfur dioxide is a versatile inert solvent widely used for dissolving highly oxidizing salts.
styrene,benzene,the presence of the vinyl group allows styrene to polymerize.,"the u.s. epa does not have a cancer classification for styrene, but is has been the subject of their integrated risk information system (iris) program.","commercially significant products include polystyrene, abs, styrene-butadiene (sbr) rubber, styrene-butadiene latex, sis (styrene-isoprene-styrene), s-eb-s (styrene-ethylene/butylene-styrene), styrene-divinylbenzene (s-dvb), styrene-acrylonitrile resin (san), and unsaturated polyesters used in resins and thermosetting compounds.",styrene is the precursor to polystyrene and several copolymers.,the modern method for production of styrene by dehydrogenation of ethylbenzene was first achieved in the 1930s.
sulfamic acid,sulfur trioxide,"h3nso3 + 2 nh3 → hnso2− 3 + 2 nh+ 4   with hno2, sulfamic acid reacts to give n2, while with hno3, it affords n2o.","  ""chemical sampling information - sulfamic acid"".","sulfamic acid, also known as amidosulfonic acid, amidosulfuric acid, aminosulfonic acid, and sulfamidic acid, is a molecular compound with the formula h3nso3.","sulfamic acid is a moderately strong acid, ka = 1.01 x 10−1.","in the solid state, the molecule of sulfamic acid is well described by a zwitterionic form : water solutions are unstable and slowly hydrolyze to ammonium bisulfate, but the crystalline solid is indefinitely stable under ordinary storage conditions."
sulfuryl chloride,sulfur dioxide,sulfuryl chloride was first prepared in 1838 by the french chemist henri victor regnault.,"sulfuryl chloride is commonly confused with thionyl chloride, socl2.","sulfuryl chloride is not found in nature, as can be inferred from its rapid hydrolysis.",the properties of these two sulfur oxychlorides are quite different: sulfuryl chloride is a source of chlorine whereas thionyl chloride is a source of chloride ions.,"sulfamic acid is a moderately strong acid, ka = 1.01 x 10−1."
dodecylbenzene,dodecane,"sulfamic acid is a moderately strong acid, ka = 1.01 x 10−1.","sulfuryl chloride is commonly confused with thionyl chloride, socl2.","dodecylbenzene is a precursor to sodium dodecylbenzenesulfonate, a surfactant that is a key ingredient of household laundry detergents, such as detergent powder.","sulfuryl chloride is not found in nature, as can be inferred from its rapid hydrolysis.",sulfuryl chloride was first prepared in 1838 by the french chemist henri victor regnault.
potassium permanganate,manganese dioxide,"under acidic conditions, the alkene double bond is cleaved to give the appropriate carboxylic acid: ch3(ch2)17ch=ch2 + 2 kmno4 + 3 h2so4 → ch3(ch2)17cooh + co2 + 4 h2o + k2so4 + 2 mnso4 potassium permanganate oxidizes aldehydes to carboxylic acids, such as the conversion of n-heptanal to heptanoic acid: 5 c6h13cho + 2 kmno4 + 3 h2so4 → 5 c6h13cooh + 3 h2o + k2so4 + 2 mnso4 even an alkyl group (with a benzylic hydrogen) on an aromatic ring is oxidized, e.g.","sulfuryl chloride is commonly confused with thionyl chloride, socl2.","this process gives potassium manganate: 2 mno2 + 4 koh + o2 → 2 k2mno4 + 2 h2o (with sodium hydroxide, the end product is not sodium manganate but an mn(v) compound, which is one reason the potassium permanganate is more commonly used than sodium permanganate.",this report represents the first description of the production of potassium permanganate.,potassium permanganate is an inorganic chemical compound with the chemical formula kmno4.
sodium amide,sodium,this report represents the first description of the production of potassium permanganate.,potassium permanganate is an inorganic chemical compound with the chemical formula kmno4.,"this process gives potassium manganate: 2 mno2 + 4 koh + o2 → 2 k2mno4 + 2 h2o (with sodium hydroxide, the end product is not sodium manganate but an mn(v) compound, which is one reason the potassium permanganate is more commonly used than sodium permanganate.","under acidic conditions, the alkene double bond is cleaved to give the appropriate carboxylic acid: ch3(ch2)17ch=ch2 + 2 kmno4 + 3 h2so4 → ch3(ch2)17cooh + co2 + 4 h2o + k2so4 + 2 mnso4 potassium permanganate oxidizes aldehydes to carboxylic acids, such as the conversion of n-heptanal to heptanoic acid: 5 c6h13cho + 2 kmno4 + 3 h2so4 → 5 c6h13cooh + 3 h2o + k2so4 + 2 mnso4 even an alkyl group (with a benzylic hydrogen) on an aromatic ring is oxidized, e.g.","sulfuryl chloride is commonly confused with thionyl chloride, socl2."
dimethyl sulfate,dimethyl ether,"concentrated solutions of bases (ammonia, alkalis) can be used to hydrolyze minor spills and residues on contaminated equipment, but the reaction may become violent with larger amounts of dimethyl sulfate (see icsc).","methyl iodide is a reagent used for o-methylation, like dimethyl sulfate, but is less hazardous and more expensive.","(ch3)2o + so3 → (ch3)2so4   dimethyl sulfate is best known as a reagent for the methylation of phenols, amines, and thiols.","sulfuryl chloride is commonly confused with thionyl chloride, socl2.","dimethyl sulfate is carcinogenic and mutagenic, highly poisonous, corrosive, environmentally hazardous and volatile (presenting an inhalation hazard)."
anthraquinone,anthracene,"several other isomers of anthraquinone are possible, including the 1,2-, 1,4-, and 2,6-anthraquinones.","the resulting o-benzoylbenzoic acid then undergoes cyclization, forming anthraquinone.",anthraquinone molecules adsorbed onto a cu(111) surface assemble into a highly ordered honeycomb structure.,the term is also used in the more general sense of any compound that can be viewed as an anthraquinone with some hydrogen atoms replaced by other atoms or functional groups.,"(ch3)2o + so3 → (ch3)2so4   dimethyl sulfate is best known as a reagent for the methylation of phenols, amines, and thiols."
phthalimide,phthalic anhydride,anthraquinone molecules adsorbed onto a cu(111) surface assemble into a highly ordered honeycomb structure.,"several other isomers of anthraquinone are possible, including the 1,2-, 1,4-, and 2,6-anthraquinones.",kladnoite is a natural mineral analog of phthalimide.,"some examples of phthalimide drugs include thalidomide, amphotalide, taltrimide & talmetoprim.","potassium phthalimide, made by reacting phthalimide with potassium carbonate in water at 100 °c or with potassium hydroxide in absolute ethanol, is used in the gabriel synthesis of primary amines, such as glycine."
